Mod:Item:MetaData, Localized Name
miscutils:itemDustTinyLanthaniteNd, Tiny Pile of Lanthanite (Nd) Dust
miscutils:crushedLanthaniteNd, Crushed Lanthanite (Nd) Ore
miscutils:crushedCentrifugedLanthaniteNd, Centrifuged Crushed Lanthanite (Nd) Ore
miscutils:crushedPurifiedLanthaniteNd, Purified Crushed Lanthanite (Nd) Ore
miscutils:dustImpureLanthaniteNd, Impure Lanthanite (Nd) Dust
miscutils:dustPureLanthaniteNd, Purified Lanthanite (Nd) Dust
miscutils:itemDustAgarditeY, Agardite (Y) Dust
miscutils:itemDustSmallAgarditeY, Small Pile of Agardite (Y) Dust
miscutils:itemDustTinyAgarditeY, Tiny Pile of Agardite (Y) Dust
miscutils:crushedAgarditeY, Crushed Agardite (Y) Ore
miscutils:crushedCentrifugedAgarditeY, Centrifuged Crushed Agardite (Y) Ore
miscutils:crushedPurifiedAgarditeY, Purified Crushed Agardite (Y) Ore
miscutils:dustImpureAgarditeY, Impure Agardite (Y) Dust
miscutils:dustPureAgarditeY, Purified Agardite (Y) Dust
miscutils:itemDustAgarditeCd, Agardite (Cd) Dust
miscutils:itemDustSmallAgarditeCd, Small Pile of Agardite (Cd) Dust
miscutils:itemDustTinyAgarditeCd, Tiny Pile of Agardite (Cd) Dust
miscutils:crushedAgarditeCd, Crushed Agardite (Cd) Ore
miscutils:crushedCentrifugedAgarditeCd, Centrifuged Crushed Agardite (Cd) Ore
miscutils:crushedPurifiedAgarditeCd, Purified Crushed Agardite (Cd) Ore
miscutils:dustImpureAgarditeCd, Impure Agardite (Cd) Dust
miscutils:dustPureAgarditeCd, Purified Agardite (Cd) Dust
miscutils:itemDustAgarditeLa, Agardite (La) Dust
miscutils:itemDustSmallAgarditeLa, Small Pile of Agardite (La) Dust
miscutils:itemDustTinyAgarditeLa, Tiny Pile of Agardite (La) Dust
miscutils:crushedAgarditeLa, Crushed Agardite (La) Ore
miscutils:crushedCentrifugedAgarditeLa, Centrifuged Crushed Agardite (La) Ore
miscutils:crushedPurifiedAgarditeLa, Purified Crushed Agardite (La) Ore
miscutils:dustImpureAgarditeLa, Impure Agardite (La) Dust
miscutils:dustPureAgarditeLa, Purified Agardite (La) Dust
miscutils:itemDustAgarditeNd, Agardite (Nd) Dust
miscutils:itemDustSmallAgarditeNd, Small Pile of Agardite (Nd) Dust
miscutils:itemDustTinyAgarditeNd, Tiny Pile of Agardite (Nd) Dust
miscutils:crushedAgarditeNd, Crushed Agardite (Nd) Ore
miscutils:crushedCentrifugedAgarditeNd, Centrifuged Crushed Agardite (Nd) Ore
miscutils:crushedPurifiedAgarditeNd, Purified Crushed Agardite (Nd) Ore
miscutils:dustImpureAgarditeNd, Impure Agardite (Nd) Dust
miscutils:dustPureAgarditeNd, Purified Agardite (Nd) Dust
miscutils:itemDustHibonite, Hibonite Dust
miscutils:itemDustSmallHibonite, Small Pile of Hibonite Dust
miscutils:itemDustTinyHibonite, Tiny Pile of Hibonite Dust
miscutils:crushedHibonite, Crushed Hibonite Ore
miscutils:crushedCentrifugedHibonite, Centrifuged Crushed Hibonite Ore
miscutils:crushedPurifiedHibonite, Purified Crushed Hibonite Ore
miscutils:dustImpureHibonite, Impure Hibonite Dust
miscutils:dustPureHibonite, Purified Hibonite Dust
miscutils:itemDustCerite, Cerite Dust
miscutils:itemDustSmallCerite, Small Pile of Cerite Dust
miscutils:itemDustTinyCerite, Tiny Pile of Cerite Dust
miscutils:crushedCerite, Crushed Cerite Ore
miscutils:crushedCentrifugedCerite, Centrifuged Crushed Cerite Ore
miscutils:crushedPurifiedCerite, Purified Crushed Cerite Ore
miscutils:dustImpureCerite, Impure Cerite Dust
miscutils:dustPureCerite, Purified Cerite Dust
miscutils:itemDustFluorcaphite, Fluorcaphite Dust
miscutils:itemDustSmallFluorcaphite, Small Pile of Fluorcaphite Dust
miscutils:itemDustTinyFluorcaphite, Tiny Pile of Fluorcaphite Dust
miscutils:crushedFluorcaphite, Crushed Fluorcaphite Ore
miscutils:crushedCentrifugedFluorcaphite, Centrifuged Crushed Fluorcaphite Ore
miscutils:crushedPurifiedFluorcaphite, Purified Crushed Fluorcaphite Ore
miscutils:dustImpureFluorcaphite, Impure Fluorcaphite Dust
miscutils:dustPureFluorcaphite, Purified Fluorcaphite Dust
miscutils:itemDustFlorencite, Florencite Dust
miscutils:itemDustSmallFlorencite, Small Pile of Florencite Dust
miscutils:itemDustTinyFlorencite, Tiny Pile of Florencite Dust
miscutils:crushedFlorencite, Crushed Florencite Ore
miscutils:crushedCentrifugedFlorencite, Centrifuged Crushed Florencite Ore
miscutils:crushedPurifiedFlorencite, Purified Crushed Florencite Ore
miscutils:dustImpureFlorencite, Impure Florencite Dust
miscutils:dustPureFlorencite, Purified Florencite Dust
miscutils:itemDustCryolite, Cryolite Dust
miscutils:itemDustSmallCryolite, Small Pile of Cryolite Dust
miscutils:itemDustTinyCryolite, Tiny Pile of Cryolite Dust
miscutils:crushedCryolite, Crushed Cryolite Ore
miscutils:crushedCentrifugedCryolite, Centrifuged Crushed Cryolite Ore
miscutils:crushedPurifiedCryolite, Purified Crushed Cryolite Ore
miscutils:dustImpureCryolite, Impure Cryolite Dust
miscutils:dustPureCryolite, Purified Cryolite Dust
miscutils:itemDustLautarite, Lautarite Dust
miscutils:itemDustSmallLautarite, Small Pile of Lautarite Dust
miscutils:itemDustTinyLautarite, Tiny Pile of Lautarite Dust
miscutils:crushedLautarite, Crushed Lautarite Ore
miscutils:crushedCentrifugedLautarite, Centrifuged Crushed Lautarite Ore
miscutils:crushedPurifiedLautarite, Purified Crushed Lautarite Ore
miscutils:dustImpureLautarite, Impure Lautarite Dust
miscutils:dustPureLautarite, Purified Lautarite Dust
miscutils:itemDustLafossaite, Lafossaite Dust
miscutils:itemDustSmallLafossaite, Small Pile of Lafossaite Dust
miscutils:itemDustTinyLafossaite, Tiny Pile of Lafossaite Dust
miscutils:crushedLafossaite, Crushed Lafossaite Ore
miscutils:crushedCentrifugedLafossaite, Centrifuged Crushed Lafossaite Ore
miscutils:crushedPurifiedLafossaite, Purified Crushed Lafossaite Ore
miscutils:dustImpureLafossaite, Impure Lafossaite Dust
miscutils:dustPureLafossaite, Purified Lafossaite Dust
miscutils:itemDustDemicheleiteBr, Demicheleite (Br) Dust
miscutils:itemDustSmallDemicheleiteBr, Small Pile of Demicheleite (Br)
miscutils:itemDustTinyDemicheleiteBr, Tiny Pile of Demicheleite (Br)
miscutils:crushedDemicheleiteBr, Crushed Demicheleite (Br) Ore
miscutils:crushedCentrifugedDemicheleiteBr, Centrifuged Crushed Demicheleite (Br) Ore
miscutils:crushedPurifiedDemicheleiteBr, Purified Crushed Demicheleite (Br) Ore
miscutils:dustImpureDemicheleiteBr, Impure Demicheleite (Br) Dust
miscutils:dustPureDemicheleiteBr, Purified Demicheleite (Br) Dust
miscutils:itemDustComancheite, Comancheite Dust
miscutils:itemDustSmallComancheite, Small Pile of Comancheite Dust
miscutils:itemDustTinyComancheite, Tiny Pile of Comancheite Dust
miscutils:crushedComancheite, Crushed Comancheite Ore
miscutils:crushedCentrifugedComancheite, Centrifuged Crushed Comancheite Ore
miscutils:crushedPurifiedComancheite, Purified Crushed Comancheite Ore
miscutils:dustImpureComancheite, Impure Comancheite Dust
miscutils:dustPureComancheite, Purified Comancheite Dust
miscutils:itemDustPerroudite, Perroudite Dust
miscutils:itemDustSmallPerroudite, Small Pile of Perroudite Dust
miscutils:itemDustTinyPerroudite, Tiny Pile of Perroudite Dust
miscutils:crushedPerroudite, Crushed Perroudite Ore
miscutils:crushedCentrifugedPerroudite, Centrifuged Crushed Perroudite Ore
miscutils:crushedPurifiedPerroudite, Purified Crushed Perroudite Ore
miscutils:dustImpurePerroudite, Impure Perroudite Dust
miscutils:dustPurePerroudite, Purified Perroudite Dust
miscutils:itemDustHoneaite, Honeaite Dust
miscutils:itemDustSmallHoneaite, Small Pile of Honeaite Dust
miscutils:itemDustTinyHoneaite, Tiny Pile of Honeaite Dust
miscutils:crushedHoneaite, Crushed Honeaite Ore
miscutils:crushedCentrifugedHoneaite, Centrifuged Crushed Honeaite Ore
miscutils:crushedPurifiedHoneaite, Purified Crushed Honeaite Ore
miscutils:dustImpureHoneaite, Impure Honeaite Dust
miscutils:dustPureHoneaite, Purified Honeaite Dust
miscutils:itemDustAlburnite, Alburnite Dust
miscutils:itemDustSmallAlburnite, Small Pile of Alburnite Dust
miscutils:itemDustTinyAlburnite, Tiny Pile of Alburnite Dust
miscutils:crushedAlburnite, Crushed Alburnite Ore
miscutils:crushedCentrifugedAlburnite, Centrifuged Crushed Alburnite Ore
miscutils:crushedPurifiedAlburnite, Purified Crushed Alburnite Ore
miscutils:dustImpureAlburnite, Impure Alburnite Dust
miscutils:dustPureAlburnite, Purified Alburnite Dust
miscutils:itemDustMiessiite, Miessiite Dust
miscutils:itemDustSmallMiessiite, Small Pile of Miessiite Dust
miscutils:itemDustTinyMiessiite, Tiny Pile of Miessiite Dust
miscutils:crushedMiessiite, Crushed Miessiite Ore
miscutils:crushedCentrifugedMiessiite, Centrifuged Crushed Miessiite Ore
miscutils:crushedPurifiedMiessiite, Purified Crushed Miessiite Ore
miscutils:dustImpureMiessiite, Impure Miessiite Dust
miscutils:dustPureMiessiite, Purified Miessiite Dust
miscutils:itemDustKashinite, Kashinite Dust
miscutils:itemDustSmallKashinite, Small Pile of Kashinite Dust
miscutils:itemDustTinyKashinite, Tiny Pile of Kashinite Dust
miscutils:crushedKashinite, Crushed Kashinite Ore
miscutils:crushedCentrifugedKashinite, Centrifuged Crushed Kashinite Ore
miscutils:crushedPurifiedKashinite, Purified Crushed Kashinite Ore
miscutils:dustImpureKashinite, Impure Kashinite Dust
miscutils:dustPureKashinite, Purified Kashinite Dust
miscutils:itemDustIrarsite, Irarsite Dust
miscutils:itemDustSmallIrarsite, Small Pile of Irarsite Dust
miscutils:itemDustTinyIrarsite, Tiny Pile of Irarsite Dust
miscutils:crushedIrarsite, Crushed Irarsite Ore
miscutils:crushedCentrifugedIrarsite, Centrifuged Crushed Irarsite Ore
miscutils:crushedPurifiedIrarsite, Purified Crushed Irarsite Ore
miscutils:dustImpureIrarsite, Impure Irarsite Dust
miscutils:dustPureIrarsite, Purified Irarsite Dust
miscutils:itemDustGreenockite, Greenockite Dust
miscutils:itemDustSmallGreenockite, Small Pile of Greenockite Dust
miscutils:itemDustTinyGreenockite, Tiny Pile of Greenockite Dust
miscutils:crushedGreenockite, Crushed Greenockite Ore
miscutils:crushedCentrifugedGreenockite, Centrifuged Crushed Greenockite Ore
miscutils:crushedPurifiedGreenockite, Purified Crushed Greenockite Ore
miscutils:dustImpureGreenockite, Impure Greenockite Dust
miscutils:dustPureGreenockite, Purified Greenockite Dust
miscutils:itemDustBariteRd, Barite (Rd) Dust
miscutils:itemDustSmallBariteRd, Small Pile of Barite (Rd) Dust
miscutils:itemDustTinyBariteRd, Tiny Pile of Barite (Rd) Dust
miscutils:crushedBariteRd, Crushed Barite (Rd) Ore
miscutils:crushedCentrifugedBariteRd, Centrifuged Crushed Barite (Rd) Ore
miscutils:crushedPurifiedBariteRd, Purified Crushed Barite (Rd) Ore
miscutils:dustImpureBariteRd, Impure Barite (Rd) Dust
miscutils:dustPureBariteRd, Purified Barite (Rd) Dust
miscutils:itemDustRadioactiveMineralMix, Strange Dust
miscutils:itemDustSmallRadioactiveMineralMix, Small Pile of Strange Dust
miscutils:itemDustTinyRadioactiveMineralMix, Tiny Pile of Strange Dust
miscutils:crushedRadioactiveMineralMix, Crushed Strange Ore
miscutils:crushedCentrifugedRadioactiveMineralMix, Centrifuged Crushed Strange Ore
miscutils:crushedPurifiedRadioactiveMineralMix, Purified Crushed Strange Ore
miscutils:dustImpureRadioactiveMineralMix, Impure Strange Dust
miscutils:dustPureRadioactiveMineralMix, Purified Strange Dust
miscutils:crushedTrinium, Crushed Trinium Ore
miscutils:crushedCentrifugedTrinium, Centrifuged Crushed Trinium Ore
miscutils:crushedPurifiedTrinium, Purified Crushed Trinium Ore
miscutils:dustImpureTrinium, Impure Trinium Dust
miscutils:dustPureTrinium, Purified Trinium Dust
miscutils:crushedAncientGranite, Crushed Ancient Granite Ore
miscutils:crushedCentrifugedAncientGranite, Centrifuged Crushed Ancient Granite Ore
miscutils:crushedPurifiedAncientGranite, Purified Crushed Ancient Granite Ore
miscutils:dustImpureAncientGranite, Impure Ancient Granite Dust
miscutils:dustPureAncientGranite, Purified Ancient Granite Dust
miscutils:crushedRunite, Crushed Runite Ore
miscutils:crushedCentrifugedRunite, Centrifuged Crushed Runite Ore
miscutils:crushedPurifiedRunite, Purified Crushed Runite Ore
miscutils:dustImpureRunite, Impure Runite Dust
miscutils:dustPureRunite, Purified Runite Dust
miscutils:itemDrained, Drained Shard
miscutils:itemAer, item.itemAer.name
miscutils:itemIgnis, item.itemIgnis.name
miscutils:itemTerra, item.itemTerra.name
miscutils:itemAqua, item.itemAqua.name
miscutils:itemDustInfusedAir, Infused Air Dust
miscutils:itemDustInfusedFire, Infused Fire Dust
miscutils:itemDustInfusedEarth, Infused Earth Dust
miscutils:itemDustInfusedWater, Infused Water Dust
miscutils:itemDustLithiumCarbonate, Lithium Carbonate Dust
miscutils:itemDustSmallLithiumCarbonate, Small Pile of Lithium Carbonate Dust
miscutils:itemDustTinyLithiumCarbonate, Tiny Pile of Lithium Carbonate Dust
miscutils:itemDustLithiumPeroxide, Lithium Peroxide Dust
miscutils:itemDustSmallLithiumPeroxide, Small Pile of Lithium Peroxide Dust
miscutils:itemDustTinyLithiumPeroxide, Tiny Pile of Lithium Peroxide Dust
miscutils:itemDustLithiumHydroxide, Lithium Hydroxide Dust
miscutils:itemDustSmallLithiumHydroxide, Small Pile of Lithium Hydroxide Dust
miscutils:itemDustTinyLithiumHydroxide, Tiny Pile of Lithium Hydroxide Dust
miscutils:itemDustCalciumHydroxide, Hydrated Lime Dust
miscutils:itemDustSmallCalciumHydroxide, Small Pile of Hydrated Lime Dust
miscutils:itemDustTinyCalciumHydroxide, Tiny Pile of Hydrated Lime Dust
miscutils:itemDustCalciumCarbonate, Calcium Carbonate Dust
miscutils:itemDustSmallCalciumCarbonate, Small Pile of Calcium Carbonate Dust
miscutils:itemDustTinyCalciumCarbonate, Tiny Pile of Calcium Carbonate Dust
miscutils:itemDustGypsum, Calcium Sulfate (Gypsum) Dust
miscutils:itemDustSmallGypsum, Small Pile of Calcium Sulfate (Gypsum) Dust
miscutils:itemDustTinyGypsum, Tiny Pile of Calcium Sulfate (Gypsum) Dust
miscutils:itemDustLi2CO3CaOH2, Li2CO3 + Ca(OH)2 Compound Dust
miscutils:itemDustSmallLi2CO3CaOH2, Small Pile of Li2CO3 + Ca(OH)2 Compound Dust
miscutils:itemDustTinyLi2CO3CaOH2, Tiny Pile of Li2CO3 + Ca(OH)2 Compound Dust
miscutils:itemDustLi2BeF4, Li2BeF4 Fuel Compound Dust
miscutils:itemDustSmallLi2BeF4, Small Pile of Li2BeF4 Fuel Compound Dust
miscutils:itemDustTinyLi2BeF4, Tiny Pile of Li2BeF4 Fuel Compound Dust
miscutils:Li2BeF4, Li2BeF4 Cell
miscutils:itemCircuitLFTR, §aControl Circuit
miscutils:itemZirconiumPellet, Zirconium Pellet [ZrCl₄]
miscutils:itemDustZrCl4, ZrCl4 Dust
miscutils:itemDustSmallZrCl4, Small Pile of ZrCl4 Dust
miscutils:itemDustTinyZrCl4, Tiny Pile of ZrCl4 Dust
miscutils:itemDustCookedZrCl4, Cooked ZrCl4 Dust
miscutils:itemDustSmallCookedZrCl4, Small Pile of Cooked ZrCl4 Dust
miscutils:itemDustTinyCookedZrCl4, Tiny Pile of Cooked ZrCl4 Dust
miscutils:ZirconiumTetrafluoride, Zirconium Tetrafluoride Cell
miscutils:itemDustUN18Fertiliser, UN-18 Fertiliser Dust
miscutils:itemDustSmallUN18Fertiliser, Small Pile of UN-18 Fertiliser Dust
miscutils:itemDustTinyUN18Fertiliser, Tiny Pile of UN-18 Fertiliser Dust
miscutils:itemDustUN32Fertiliser, UN-32 Fertiliser Dust
miscutils:itemDustSmallUN32Fertiliser, Small Pile of UN-32 Fertiliser Dust
miscutils:itemDustTinyUN32Fertiliser, Tiny Pile of UN-32 Fertiliser Dust
miscutils:Fertiliser, Fertiliser Cell
miscutils:UN32Fertiliser, UN-32 Fertiliser Cell
miscutils:UN18Fertiliser, UN-18 Fertiliser Cell
miscutils:RaisinJuice, Raisin Juice Cell
miscutils:MU-metaitem.02:1000, §0Test Item 0
miscutils:MU-metaitem.02:1001, §aTest Item 1
miscutils:MU-metaitem.02:1001, §aTest Item 1
miscutils:MU-metaitem.02:1002, §6Test Item 2
miscutils:MU-metaitem.02:1002, §6Test Item 2
miscutils:MU-metaitem.02:1003, Test Item 3
miscutils:MU-metaitem.02:1003, Test Item 3
miscutils:MU-metaitem.02:1004, §0Test Item 0
miscutils:MU-metaitem.02:1004, §0Test Item 0
miscutils:MU-metaitem.02:1005, §0Test Item 0
miscutils:MU-metaitem.02:1005, §0Test Item 0
miscutils:MU-metatool.01:1000, Simple Hand Pump
miscutils:MU-metatool.01:1001, Advanced Hand Pump
miscutils:MU-metatool.01:1001, Advanced Hand Pump
miscutils:MU-metatool.01:1002, Super Hand Pump
miscutils:MU-metatool.01:1002, Super Hand Pump
miscutils:MU-metatool.01:1003, Ultimate Hand Pump
miscutils:MU-metatool.01:1003, Ultimate Hand Pump
miscutils:mobessence, Mob Essence Cell
miscutils:itemPlateClay, Clay Plate
miscutils:itemPlateDoubleClay, Double Clay Plate
miscutils:itemFoilUranium235, Uranium 235 Foil
miscutils:itemSmallGearWroughtIron, Small Wrought Iron Gear
miscutils:IndustrialDiamondExquisite, Exquisite Industrial Diamond
miscutils:itemSpringCelestialTungsten, Celestial Tungsten Spring
miscutils:itemSpringWhiteMetal, White Metal Spring
miscutils:itemSpringNitinol60, Nitinol 60 Spring
miscutils:itemSpringWatertightSteel, Watertight Steel Spring
miscutils:itemSpringEglinSteel, Eglin Steel Spring
miscutils:itemSmallSpringMaragingSteel250, Small Maraging Steel 250 Spring
miscutils:itemSmallSpringNichrome, Small Nichrome Spring
miscutils:itemSmallSpringStaballoy, Small Staballoy Spring
miscutils:itemSmallSpringBlackSteel, Small Black Steel Spring
miscutils:itemSmallSpringBlackTitanium, Small Black Titanium Spring
miscutils:itemFineWireWhiteMetal, Fine White Metal Wire
miscutils:itemFineWirePalladium, Fine Palladium Wire
miscutils:itemFineWireZirconium, Fine Zirconium Wire
miscutils:itemFineWireGrisium, Fine Grisium Wire
miscutils:itemFineWireBabbitAlloy, Fine Babbit Alloy Wire
miscutils:itemFineWireKoboldite, Fine Koboldite Wire
miscutils:itemFineWireHG1223, Fine HG-1223 Wire
miscutils:itemFineWireQuantum, Fine Quantum Wire
miscutils:itemHeavyPlatePotin, Heavy Potin Plate
miscutils:itemHeavyPlateWatertightSteel, Heavy Watertight Steel Plate
miscutils:itemHeavyPlateBronze, Heavy Bronze Plate
miscutils:itemHeavyPlateOsmiridium, Heavy Osmiridium Plate
miscutils:itemHeavyPlateQuantum, Heavy Quantum Plate
miscutils:itemHeavyPlateBlackSteel, Heavy Black Steel Plate
miscutils:itemHeavyPlateStainlessSteel, Heavy Stainless Steel Plate
miscutils:itemHeavyPlateEglinSteel, Heavy Eglin Steel Plate
miscutils:itemHeavyPlateMaragingSteel300, Heavy Maraging Steel 300 Plate
miscutils:itemHeavyPlateTalonite, Heavy Talonite Plate
miscutils:itemHeavyPlateHypogen, Heavy Hypogen Plate
miscutils:itemHeavyPlateRhugnor, Heavy Rhugnor Plate
miscutils:itemHeavyPlateAdvancedNitinol, Heavy Advanced Nitinol Plate
miscutils:itemHeavyPlateAstralTitanium, Heavy Astral Titanium Plate
miscutils:itemHeavyPlateCelestialTungsten, Heavy Celestial Tungsten Plate
miscutils:itemHeavyPlateWhiteMetal, Heavy White Metal Plate
miscutils:itemHeavyPlateBlackMetal, Heavy Black Metal Plate
miscutils:itemHeavyPlateAncientGranite, Heavy Ancient Granite Plate
miscutils:itemPlateSodium, Sodium Plate
miscutils:itemPlateMeatRaw, Fleshy Panel
miscutils:itemPlateVanadium, Vanadium Plate
miscutils:itemPlateLithium, Lithium Plate
miscutils:itemPlateDoubleEuropium, Double Europium Plate
miscutils:itemDustMixTumbaga, item.itemDustMixTumbaga.name
miscutils:itemDustSmallMixTumbaga, item.itemDustSmallMixTumbaga.name
miscutils:itemDustTinyMixTumbaga, item.itemDustTinyMixTumbaga.name
miscutils:dustNeptunium238, Neptunium 238 Dust
miscutils:itemDustDecayedRadium226, Decayed Radium 226 Dust
miscutils:itemDustSmallDecayedRadium226, Small Decayed Radium 226 Dust
miscutils:itemDustTinyDecayedRadium226, Tiny Decayed Radium 226 Dust
miscutils:dustRadium226, Radium 226 Dust
miscutils:dustTechnetium99, Technetium 99 Dust
miscutils:dustTechnetium99M, Technetium 99M Dust
miscutils:dustMolybdenum99, Molybdenum 99 Dust
miscutils:particleIon:0, Hydrogen Ion
miscutils:particleIon:1, Helium Ion
miscutils:particleIon:2, Lithium Ion
miscutils:particleIon:3, Beryllium Ion
miscutils:particleIon:4, Boron Ion
miscutils:particleIon:5, Carbon Ion
miscutils:particleIon:6, Nitrogen Ion
miscutils:particleIon:7, Oxygen Ion
miscutils:particleIon:8, Fluorine Ion
miscutils:particleIon:9, Neon Ion
miscutils:particleIon:10, Sodium Ion
miscutils:particleIon:11, Magnesium Ion
miscutils:particleIon:12, Aluminium Ion
miscutils:particleIon:13, Silicon Ion
miscutils:particleIon:14, Phosphorus Ion
miscutils:particleIon:15, Sulfur Ion
miscutils:particleIon:16, Chlorine Ion
miscutils:particleIon:17, Argon Ion
miscutils:particleIon:18, Potassium Ion
miscutils:particleIon:19, Calcium Ion
miscutils:particleIon:20, Scandium Ion
miscutils:particleIon:21, Titanium Ion
miscutils:particleIon:22, Vanadium Ion
miscutils:particleIon:23, Chromium Ion
miscutils:particleIon:24, Manganese Ion
miscutils:particleIon:25, Iron Ion
miscutils:particleIon:26, Cobalt Ion
